Employee ID,Basic Salary,Bonus,HRA,TA,TDS,PPF
126,50463,8431,10092.6,6057,7504.360000000001,6055.5599999999995
127,74580,7020,14916.0,3627,10014.300000000001,8949.6
128,44344,18243,8868.800000000001,2136,7359.18,5321.28
129,48872,16070,9774.4,4356,7907.24,5864.639999999999
130,43300,5744,8660.0,4154,6185.8,5196.0
131,61729,9408,12345.800000000001,3124,8660.68,7407.48
132,75031,15983,15006.2,4538,11055.82,9003.72
133,48975,5147,9795.0,4419,6833.6,5877.0
134,50729,17244,10145.800000000001,4510,8262.880000000001,6087.48
135,51078,9352,10215.6,6810,7745.560000000001,6129.36
136,72459,10240,14491.800000000001,4120,10131.080000000002,8695.08
137,42441,5347,8488.2,7213,6348.92,5092.92
138,62345,5262,12469.0,2897,8297.300000000001,7481.4
139,38194,8479,7638.8,4077,5838.880000000001,4583.28
140,34591,9168,6918.200000000001,4702,5537.92,4150.92
141,54471,18615,10894.2,4755,8873.52,6536.5199999999995
142,74666,15273,14933.2,3329,10820.12,8959.92
143,30018,10761,6003.6,3133,4991.56,3602.16
144,41977,11084,8395.4,4368,6582.44,5037.24
145,58014,7491,11602.800000000001,5397,8250.480000000001,6961.679999999999
146,36246,11537,7249.200000000001,6593,6162.52,4349.5199999999995
147,68106,9226,13621.2,7142,9809.52,8172.719999999999
148,60223,12674,12044.6,3798,8873.960000000001,7226.759999999999
149,50719,9999,10143.800000000001,3897,7475.880000000001,6086.28
150,41812,5193,8362.4,3743,5911.040000000001,5017.44
151,37897,14921,7579.400000000001,4280,6467.740000000001,4547.639999999999
152,72904,9908,14580.800000000001,4023,10141.580000000002,8748.48
153,68016,9764,13603.2,2691,9407.42,8161.92
154,45945,18032,9189.0,7947,8111.3,5513.4
155,50284,7052,10056.800000000001,4105,7149.780000000001,6034.08
156,58289,14316,11657.800000000001,5958,9022.08,6994.679999999999
157,77469,5650,15493.800000000001,6252,10486.480000000001,9296.279999999999
158,78544,17224,15708.800000000001,7514,11899.080000000002,9425.279999999999
159,52506,17372,10501.2,3477,8385.62,6300.719999999999
160,37833,10470,7566.6,7124,6299.360000000001,4539.96
161,48873,11585,9774.6,4401,7463.360000000001,5864.76
162,31683,16356,6336.6,7182,6155.76,3801.96
163,65597,15343,13119.400000000001,2282,9634.14,7871.639999999999
164,58086,5399,11617.2,3999,7910.12,6970.32
165,70654,14904,14130.800000000001,7525,10721.380000000001,8478.48
166,42824,7927,8564.800000000001,4487,6380.280000000001,5138.88
167,71042,13171,14208.400000000001,2426,10084.74,8525.039999999999
168,60104,6547,12020.800000000001,5634,8430.58,7212.48
169,49119,5456,9823.800000000001,7111,7150.9800000000005,5894.28
170,76962,19501,15392.400000000001,6916,11877.14,9235.44
171,76827,16052,15365.400000000001,7814,11605.84,9219.24
172,63236,14915,12647.2,4965,9576.32,7588.32
173,36608,18853,7321.6,5276,6805.860000000001,4392.96
174,47009,13403,9401.800000000001,3396,7320.9800000000005,5641.08
175,68005,14337,13601.0,4666,10060.900000000001,8160.599999999999
176,43909,14674,8781.800000000001,2516,6988.080000000001,5269.08
177,68279,19007,13655.800000000001,7999,10894.080000000002,8193.48
178,50559,5765,10111.800000000001,2146,6858.18,6067.08
179,67209,5132,13441.800000000001,2642,8842.480000000001,8065.08
180,44328,18650,8865.6,4385,7622.860000000001,5319.36
181,62747,5281,12549.400000000001,5241,8581.84,7529.639999999999
182,71974,9637,14394.800000000001,5675,10168.080000000002,8636.88
183,32764,18454,6552.8,4287,6205.780000000001,3931.68
184,37357,10240,7471.400000000001,2577,5764.540000000001,4482.84
185,39050,15489,7810.0,4058,6640.700000000001,4686.0
186,69724,17278,13944.800000000001,3601,10454.78,8366.88
187,49815,14779,9963.0,7265,8182.200000000001,5977.8
188,62869,11292,12573.800000000001,2747,8948.18,7544.28
189,46161,18058,9232.2,2234,7568.52,5539.32
190,48928,16654,9785.6,3950,7931.760000000001,5871.36
191,74392,13653,14878.400000000001,5791,10871.44,8927.039999999999
192,38668,9597,7733.6,6118,6211.66,4640.16
193,48218,13068,9643.6,7975,7890.460000000001,5786.16
194,36840,9720,7368.0,4041,5796.900000000001,4420.8
195,53697,17454,10739.400000000001,5407,8729.74,6443.639999999999
196,65612,5767,13122.400000000001,3169,8767.039999999999,7873.44
197,66011,14332,13202.2,5790,9933.52,7921.32
198,33155,8249,6631.0,4723,5275.8,3978.6
199,64929,16264,12985.800000000001,4273,9845.18,7791.48
200,50070,15321,10014.0,3844,7924.900000000001,6008.4
201,76213,5243,15242.6,5419,10211.760000000002,9145.56
202,75007,9865,15001.400000000001,4036,10390.94,9000.84
203,37280,13089,7456.0,2052,5987.700000000001,4473.599999999999
204,58373,17720,11674.6,3148,9091.560000000001,7004.759999999999
205,38084,13430,7616.8,2846,6197.68,4570.08
206,79578,18136,15915.6,7474,12110.36,9549.359999999999
207,44988,7763,8997.6,5501,6724.960000000001,5398.5599999999995
208,38758,18782,7751.6,6692,7198.360000000001,4650.96
209,63790,13681,12758.0,7813,9804.2,7654.799999999999
210,71175,6494,14235.0,2035,9393.9,8541.0
211,52082,11872,10416.400000000001,5215,7958.54,6249.84
212,41298,14454,8259.6,6905,7091.660000000001,4955.76
213,39468,19306,7893.6,6261,7292.860000000001,4736.16
214,33976,9741,6795.200000000001,2190,5270.22,4077.12
215,40043,10063,8008.6,4157,6227.16,4805.16
216,70596,15758,14119.2,7921,10839.42,8471.52
217,53786,13264,10757.2,6500,8430.72,6454.32
218,64862,16677,12972.400000000001,4706,9921.74,7783.44
219,61336,8102,12267.2,2490,8419.52,7360.32
220,76797,16460,15359.400000000001,3158,11177.44,9215.64
221,41151,7000,8230.2,2356,5873.72,4938.12
222,61484,14455,12296.800000000001,5372,9360.78,7378.08
223,43504,10259,8700.800000000001,7813,7027.68,5220.48
224,77075,15955,15415.0,3836,11228.1,9249.0
225,70442,16666,14088.400000000001,6969,10816.54,8453.039999999999
226,37885,11734,7577.0,5242,6243.8,4546.2
227,36714,12378,7342.8,3002,5943.68,4405.68
228,76731,15583,15346.2,4433,11209.32,9207.72
229,35538,15435,7107.6,4708,6278.860000000001,4264.5599999999995
230,46592,16592,9318.4,6590,7909.24,5591.04
231,73872,8320,14774.400000000001,2752,9971.84,8864.64
232,63202,15430,12640.400000000001,5056,9632.84,7584.24
233,36892,17700,7378.400000000001,6204,6817.44,4427.04
234,70105,6043,14021.0,4354,9452.300000000001,8412.6
235,39537,13325,7907.400000000001,3560,6432.9400000000005,4744.44
236,39047,16344,7809.400000000001,3671,6687.139999999999,4685.639999999999
237,53023,13301,10604.6,6948,8387.660000000002,6362.76
238,54518,6566,10903.6,7661,7964.860000000001,6542.16
239,74540,8701,14908.0,7633,10578.2,8944.8
240,49921,17191,9984.2,5436,8253.22,5990.5199999999995
241,72324,10663,14464.800000000001,6503,10395.480000000001,8678.88
242,30935,18584,6187.0,6349,6205.5,3712.2
243,38812,11010,7762.400000000001,3841,6142.540000000001,4657.44
244,65538,15159,13107.6,7514,10131.86,7864.5599999999995
245,60855,13701,12171.0,5262,9198.9,7302.599999999999
246,52743,14230,10548.6,5501,8302.26,6329.16
247,33393,9011,6678.6,5883,5496.56,4007.16
248,47010,19123,9402.0,7576,8311.1,5641.2
249,64858,17732,12971.6,4465,10002.660000000002,7782.96
250,60130,14060,12026.0,6906,9312.2,7215.599999999999
251,71802,17901,14360.400000000001,6445,11050.84,8616.24
252,57218,5095,11443.6,5254,7901.060000000001,6866.16
253,32131,11301,6426.200000000001,2756,5261.42,3855.72
254,63683,17292,12736.6,6721,10043.260000000002,7641.96
255,55086,14230,11017.2,5009,8534.22,6610.32
256,63168,18640,12633.6,5132,9957.36,7580.16
257,50340,5358,10068.0,4078,6984.400000000001,6040.8
258,68938,7097,13787.6,6112,9593.460000000001,8272.56
259,40879,5728,8175.8,4932,5971.4800000000005,4905.48
260,46985,10217,9397.0,4114,7071.3,5638.2
261,66034,8667,13206.800000000001,6644,9455.18,7924.08
262,41769,9924,8353.800000000001,7400,6744.68,5012.28
263,67030,18192,13406.0,6137,10476.5,8043.599999999999
264,42798,5056,8559.6,4618,6103.16,5135.76
265,51062,11499,10212.400000000001,4690,7746.34,6127.44
266,61820,12260,12364.0,7929,9437.300000000001,7418.4
267,34824,6574,6964.8,3873,5223.580000000001,4178.88
268,50093,12745,10018.6,2837,7569.360000000001,6011.16
269,31982,7839,6396.400000000001,6730,5294.740000000001,3837.8399999999997
270,56477,14913,11295.400000000001,7340,9002.539999999999,6777.24
271,48277,18343,9655.4,3527,7980.24,5793.24
272,63973,10744,12794.6,2209,8972.060000000001,7676.759999999999
273,42750,12605,8550.0,4354,6825.900000000001,5130.0
274,73281,7152,14656.2,2249,9733.82,8793.72
275,48167,7112,9633.4,3418,6833.04,5780.04
276,71821,12495,14364.2,3667,10234.720000000001,8618.52
277,74168,15731,14833.6,6772,11150.460000000001,8900.16
278,45817,15879,9163.4,2123,7298.24,5498.04
279,35434,12181,7086.8,2696,5739.780000000001,4252.08
280,57374,11070,11474.800000000001,7175,8709.380000000001,6884.88
281,52908,18130,10581.6,6645,8826.460000000001,6348.96
282,44423,9700,8884.6,4899,6790.660000000001,5330.76
283,50370,6961,10074.0,2939,7034.400000000001,6044.4
284,41726,12147,8345.2,4182,6640.02,5007.12
285,33355,18776,6671.0,6330,6513.200000000001,4002.6
286,37875,17255,7575.0,6101,6880.6,4545.0
287,39271,13021,7854.200000000001,2018,6216.42,4712.5199999999995
288,45966,6753,9193.2,6054,6796.62,5515.92
289,30867,10335,6173.400000000001,2142,4951.740000000001,3704.04
290,36814,18894,7362.8,7597,7066.780000000001,4417.68
291,32359,15133,6471.8,3431,5739.4800000000005,3883.08
292,62458,14555,12491.6,3710,9321.460000000001,7494.96
293,48384,11644,9676.800000000001,2549,7225.380000000001,5806.08
294,68763,17172,13752.6,6372,10605.960000000001,8251.56
295,55306,18782,11061.2,5926,9107.52,6636.719999999999
296,75810,13607,15162.0,7733,11231.2,9097.199999999999
297,61629,15001,12325.800000000001,7277,9623.28,7395.48
298,74554,17407,14910.800000000001,5173,11204.480000000001,8946.48
299,43888,7545,8777.6,5217,6542.76,5266.5599999999995
300,73744,8038,14748.800000000001,3055,9958.580000000002,8849.279999999999
301,68470,16852,13694.0,2117,10113.300000000001,8216.4
302,73429,6561,14685.800000000001,4483,9915.880000000001,8811.48
303,40402,18937,8080.400000000001,7479,7489.84,4848.24
304,52021,10746,10404.2,4183,7735.42,6242.5199999999995
305,71758,17301,14351.6,6177,10958.760000000002,8610.96
306,30664,15472,6132.8,5850,5811.880000000001,3679.68
307,57778,16791,11555.6,7510,9363.460000000001,6933.36
308,39627,10606,7925.400000000001,6713,6487.14,4755.24
309,69904,17699,13980.800000000001,4701,10628.480000000001,8388.48
310,62339,11750,12467.800000000001,2711,8926.78,7480.679999999999
311,67072,18776,13414.400000000001,3516,10277.84,8048.639999999999
312,66002,16490,13200.400000000001,3736,9942.84,7920.24
313,47753,8949,9550.6,6412,7266.460000000001,5730.36
314,70834,13322,14166.800000000001,2690,10101.28,8500.08
315,43987,6129,8797.4,7306,6621.94,5278.44
316,48176,18998,9635.2,3580,8038.92,5781.12
317,73772,9038,14754.400000000001,4321,10188.54,8852.64
318,41160,5128,8232.0,3334,5785.400000000001,4939.2
319,75683,11321,15136.6,6685,10882.560000000001,9081.96
320,44316,12696,8863.2,7700,7357.52,5317.92
321,39086,9806,7817.200000000001,5008,6171.72,4690.32
322,36480,14891,7296.0,7907,6657.400000000001,4377.599999999999
323,32752,10142,6550.400000000001,2597,5204.14,3930.24
324,52358,9563,10471.6,6859,7925.160000000001,6282.96
325,69423,19534,13884.6,4872,10771.36,8330.76
326,46214,17826,9242.800000000001,2021,7530.380000000001,5545.679999999999
327,76544,16027,15308.800000000001,7410,11528.980000000001,9185.279999999999
328,57527,19109,11505.400000000001,6807,9494.84,6903.24
329,45936,13638,9187.2,6662,7542.32,5512.32
330,59230,7175,11846.0,4879,8313.0,7107.599999999999
331,47260,5567,9452.0,6485,6876.400000000001,5671.2
332,79022,8768,15804.400000000001,7727,11132.14,9482.64
333,37022,8097,7404.400000000001,5614,5813.740000000001,4442.639999999999
334,57030,6343,11406.0,2852,7763.1,6843.599999999999
335,38658,5168,7731.6,5061,5661.860000000001,4638.96
336,51513,9939,10302.6,2844,7459.860000000001,6181.5599999999995
337,36425,18181,7285.0,2220,6411.1,4371.0
338,38799,13309,7759.8,6815,6668.280000000001,4655.88
339,68531,14353,13706.2,5505,10209.52,8223.72
340,46457,9690,9291.4,5913,7135.139999999999,5574.84
341,79190,5445,15838.0,4249,10472.2,9502.8
342,36919,10632,7383.8,4268,5920.280000000001,4430.28
343,51446,7371,10289.2,3347,7245.32,6173.5199999999995
344,67802,12969,13560.400000000001,7061,10139.24,8136.24
345,79272,8282,15854.400000000001,4741,10814.94,9512.64
346,47005,5991,9401.0,3903,6630.0,5640.599999999999
347,40879,9068,8175.8,7469,6559.18,4905.48
348,57304,16234,11460.800000000001,6022,9102.08,6876.48
349,75837,12312,15167.400000000001,4167,10748.34,9100.44
350,74483,5229,14896.6,5751,10035.960000000001,8937.96
351,55120,9220,11024.0,2065,7742.900000000001,6614.4
352,52606,15845,10521.2,6173,8514.52,6312.719999999999
353,45976,5786,9195.2,5063,6602.02,5517.12
354,45446,16971,9089.2,4179,7568.52,5453.5199999999995
355,55144,15821,11028.800000000001,4812,8680.58,6617.28
356,33634,12965,6726.8,4084,5740.9800000000005,4036.08
357,75935,10293,15187.0,6283,10769.800000000001,9112.199999999999
358,74889,8805,14977.800000000001,4515,10318.68,8986.68
359,48837,11787,9767.4,6547,7693.84,5860.44
360,37536,15641,7507.200000000001,6504,6718.82,4504.32
361,72281,19489,14456.2,4292,11051.82,8673.72
362,64701,11385,12940.2,5075,9410.12,7764.12
363,52786,7326,10557.2,2862,7353.12,6334.32
364,33621,5056,6724.200000000001,2253,4765.42,4034.52
365,35762,12351,7152.400000000001,6156,6142.14,4291.44
366,72697,13854,14539.400000000001,6160,10725.04,8723.64
367,75607,9661,15121.400000000001,6723,10711.24,9072.84
368,57459,11836,11491.800000000001,5014,8580.08,6895.08
369,73130,9249,14626.0,6465,10347.0,8775.6
370,37998,11820,7599.6,6115,6353.26,4559.76
371,49670,15534,9934.0,7134,8227.2,5960.4
372,42402,16260,8480.4,7498,7464.04,5088.24
373,46807,6094,9361.4,5710,6797.24,5616.84
374,32156,15766,6431.200000000001,2336,5668.92,3858.72
375,55029,13406,11005.800000000001,6654,8609.480000000001,6603.48
376,73624,5337,14724.800000000001,6160,9984.580000000002,8834.88
377,77034,10760,15406.800000000001,4698,10789.880000000001,9244.08
378,67578,19143,13515.6,5574,10581.060000000001,8109.36
379,39038,19656,7807.6,7197,7369.860000000001,4684.5599999999995
380,54812,14714,10962.400000000001,3192,8368.039999999999,6577.44
381,79425,14440,15885.0,5071,11482.1,9531.0
382,71191,18288,14238.2,2472,10618.92,8542.92
383,53986,17999,10797.2,2368,8515.02,6478.32
384,78555,17756,15711.0,5356,11737.800000000001,9426.6
385,38215,17246,7643.0,2925,6602.900000000001,4585.8
386,74169,5065,14833.800000000001,5614,9968.18,8900.279999999999
387,78932,18897,15786.400000000001,2868,11648.34,9471.84
388,67725,10958,13545.0,4197,9642.5,8127.0
389,36922,18025,7384.400000000001,6405,6873.639999999999,4430.639999999999
390,64804,10922,12960.800000000001,4848,9353.480000000001,7776.48
391,58485,17409,11697.0,3627,9121.800000000001,7018.2
392,45246,10757,9049.2,7372,7242.42,5429.5199999999995
393,65330,17881,13066.0,7591,10386.800000000001,7839.599999999999
394,72671,12802,14534.2,5082,10508.92,8720.52
395,47296,15104,9459.2,5023,7688.22,5675.5199999999995
396,53608,9836,10721.6,2525,7669.060000000001,6432.96
397,49845,12978,9969.0,3078,7587.0,5981.4
398,44486,7307,8897.2,4950,6564.02,5338.32
399,79465,19167,15893.0,7984,12250.900000000001,9535.8
400,71624,13177,14324.800000000001,2087,10121.28,8594.88
401,61147,19501,12229.400000000001,4310,9718.74,7337.639999999999
402,59809,13288,11961.800000000001,5228,9028.68,7177.08
403,69488,10856,13897.6,2297,9653.86,8338.56
404,57308,9537,11461.6,7813,8611.960000000001,6876.96
405,52368,7156,10473.6,3842,7383.960000000001,6284.16
406,35143,7133,7028.6,5283,5458.76,4217.16
407,55964,9855,11192.800000000001,7254,8426.58,6715.679999999999
408,49690,14410,9938.0,3248,7728.6,5962.8
409,70444,11884,14088.800000000001,4737,10115.380000000001,8453.279999999999
410,64226,16789,12845.2,5351,9921.12,7707.12
411,30027,6288,6005.400000000001,5300,4762.04,3603.24
412,64108,19420,12821.6,2388,9873.760000000002,7692.96
413,47949,17520,9589.800000000001,6985,8204.380000000001,5753.88
414,75563,7161,15112.6,2289,10012.560000000001,9067.56
415,79730,13199,15946.0,2555,11143.0,9567.6
416,58438,5262,11687.6,6589,8197.660000000002,7012.5599999999995
417,51160,8454,10232.0,2548,7239.400000000001,6139.2
418,71278,19652,14255.6,5551,11073.660000000002,8553.36
419,56850,12259,11370.0,3616,8409.5,6822.0
420,34786,18555,6957.200000000001,2007,6230.52,4174.32
421,67134,18936,13426.800000000001,6590,10608.68,8056.08
422,37006,13646,7401.200000000001,3445,6149.82,4440.72
423,65542,17354,13108.400000000001,3831,9983.54,7865.04
424,75260,14092,15052.0,3288,10769.2,9031.199999999999
425,33281,16016,6656.200000000001,7573,6352.62,3993.72
426,78929,13996,15785.800000000001,2755,11146.580000000002,9471.48
427,53995,12022,10799.0,7788,8460.4,6479.4
428,52425,13444,10485.0,3979,8033.3,6291.0
429,50117,6447,10023.400000000001,3202,6978.94,6014.04
430,67613,8850,13522.6,3393,9337.86,8113.5599999999995
431,60675,8670,12135.0,6876,8835.6,7281.0
432,45497,6803,9099.4,4203,6560.24,5459.639999999999
433,61283,12688,12256.6,4940,9116.76,7353.96
434,79933,12645,15986.6,2925,11148.960000000001,9591.96
435,59443,5667,11888.6,5862,8286.060000000001,7133.16
436,30708,16622,6141.6,5972,5944.360000000001,3684.96
437,37269,11197,7453.8,2090,5800.9800000000005,4472.28
438,33576,10519,6715.200000000001,4245,5505.52,4029.12
439,47339,11404,9467.800000000001,2385,7059.580000000001,5680.679999999999
440,74093,9966,14818.6,7889,10676.660000000002,8891.16
441,44595,18155,8919.0,7725,7939.400000000001,5351.4
442,77850,9938,15570.0,6809,11016.7,9342.0
443,38314,14996,7662.8,7697,6866.9800000000005,4597.679999999999
444,78064,15036,15612.800000000001,7918,11663.080000000002,9367.68
445,47345,11403,9469.0,3442,7165.900000000001,5681.4
446,58612,11617,11722.400000000001,7178,8912.94,7033.44
447,44257,15030,8851.4,5858,7399.639999999999,5310.84
448,43671,10422,8734.2,5946,6877.32,5240.5199999999995
449,40585,9210,8117.0,5463,6337.5,4870.2
450,72015,13942,14403.0,6141,10650.1,8641.8
451,42895,19703,8579.0,6720,7789.700000000001,5147.4
452,49314,14668,9862.800000000001,4019,7786.380000000001,5917.679999999999
453,66601,9220,13320.2,3524,9266.52,7992.12
454,56953,17051,11390.6,5023,9041.76,6834.36
455,75939,12137,15187.800000000001,2818,10608.18,9112.68
456,73941,15606,14788.2,7692,11202.720000000001,8872.92
457,38780,11493,7756.0,5729,6375.8,4653.599999999999
458,31510,12588,6302.0,4868,5526.8,3781.2
459,36935,9122,7387.0,2896,5634.0,4432.2
460,61584,6625,12316.800000000001,7492,8801.78,7390.08
461,60438,11591,12087.6,7223,9133.960000000001,7252.5599999999995
462,63880,11034,12776.0,2320,9001.0,7665.599999999999
463,64859,17247,12971.800000000001,5954,10103.18,7783.08
464,68214,11670,13642.800000000001,7786,10131.28,8185.679999999999
465,70291,16944,14058.2,6989,10828.220000000001,8434.92
466,47430,18443,9486.0,3283,7864.200000000001,5691.599999999999
467,38604,11921,7720.8,3060,6130.580000000001,4632.48
468,76788,5577,15357.6,6355,10407.760000000002,9214.56
469,38807,11951,7761.400000000001,7972,6649.139999999999,4656.84
470,76131,11999,15226.2,4465,10782.12,9135.72
471,59090,15986,11818.0,3448,9034.2,7090.8
472,73849,16886,14769.800000000001,6434,11193.880000000001,8861.88
473,79015,11635,15803.0,2352,10880.5,9481.8
474,49697,8638,9939.400000000001,7706,7598.04,5963.639999999999
475,70990,10299,14198.0,6124,10161.1,8518.8
476,54894,8164,10978.800000000001,7921,8195.78,6587.28
