Employee ID,Basic Salary,Bonus,HRA,TA,TDS,PPF,Gross Salary,Net Salary
96,31550,16298,6310.0,7338,6149.6,3786.0,61496.0,51560.4
97,60223,12939,12044.6,3152,8835.86,7226.759999999999,88358.6,72295.98000000001
98,53771,7856,10754.2,6553,7893.42,6452.52,78934.2,64588.259999999995
99,60024,10929,12004.8,7882,9083.98,7202.88,90839.8,74552.94
100,43294,18447,8658.800000000001,2074,7247.380000000001,5195.28,72473.8,60031.14
101,41500,9034,8300.0,4480,6331.400000000001,4980.0,63314.0,52002.6
102,77151,13058,15430.2,2515,10815.42,9258.12,108154.2,88080.66
103,74671,5517,14934.2,5676,10079.82,8960.52,100798.2,81757.86
104,34943,9014,6988.6,3558,5450.360000000001,4193.16,54503.6,44860.08
105,69200,7154,13840.0,3385,9357.9,8304.0,93579.0,75917.1
106,61185,16801,12237.0,7868,9809.1,7342.2,98091.0,80939.7
107,73108,8276,14621.6,6022,10202.760000000002,8772.96,102027.6,83051.88
108,77449,8760,15489.8,4381,10607.98,9293.88,106079.8,86177.94
109,79436,12809,15887.2,6561,11469.32,9532.32,114693.2,93691.56
110,61564,15465,12312.8,2581,9192.28,7387.679999999999,91922.8,75342.84000000001
111,42244,7811,8448.800000000001,7329,6583.280000000001,5069.28,65832.8,54180.240000000005
112,69376,9861,13875.2,3841,9695.32,8325.119999999999,96953.2,78932.76000000001
113,49397,14415,9879.4,6817,8050.84,5927.639999999999,80508.4,66529.92
114,31888,15709,6377.6,5112,5908.66,3826.56,59086.6,49351.380000000005
115,70871,15508,14174.2,4589,10514.22,8504.52,105142.2,86123.45999999999
116,79266,7044,15853.2,2161,10432.42,9511.92,104324.2,84379.86
117,55511,16331,11102.2,2890,8583.42,6661.32,85834.2,70589.45999999999
118,48244,18873,9648.8,4119,8088.48,5789.28,80884.8,67007.04000000001
119,69863,6095,13972.6,6785,9671.56,8383.56,96715.6,78660.48000000001
120,56033,5542,11206.6,3564,7634.560000000001,6723.96,76345.6,61987.08000000001
121,34616,10145,6923.200000000001,6673,5835.72,4153.92,58357.2,48367.56
122,55942,5623,11188.4,4730,7748.34,6713.04,77483.4,63022.02
123,73675,8273,14735.0,4402,10108.5,8841.0,101085.0,82135.5
124,71430,13482,14286.0,4275,10347.3,8571.6,103473.0,84554.09999999999
125,61722,7944,12344.4,2333,8434.34,7406.639999999999,84343.4,68502.42
126,79010,11511,15802.0,3558,10988.1,9481.2,109881.0,89411.7
127,53231,10536,10646.2,5351,7976.42,6387.719999999999,79764.2,65400.06
128,42412,8278,8482.4,2604,6177.64,5089.44,61776.4,50509.32
129,71445,5953,14289.0,7887,9957.4,8573.4,99574.0,81043.20000000001
130,44163,11671,8832.6,4438,6910.460000000001,5299.56,69104.6,56894.58000000001
131,43391,11417,8678.2,5953,6943.92,5206.92,69439.2,57288.36
132,33928,11803,6785.6,3845,5636.16,4071.36,56361.6,46654.08
133,34654,15467,6930.8,6307,6335.880000000001,4158.48,63358.8,52864.44
134,69221,12031,13844.2,7052,10214.82,8306.52,102148.2,83626.86
135,67735,10228,13547.0,4508,9601.8,8128.2,96018.0,78288.0
136,77116,13252,15423.2,5067,11085.82,9253.92,110858.2,90518.46
137,50958,12440,10191.6,2210,7579.960000000001,6114.96,75799.6,62104.68
138,52781,9933,10556.2,2724,7599.42,6333.719999999999,75994.2,62061.06
139,38040,5774,7608.0,2588,5401.0,4564.8,54010.0,44044.2
140,74245,12330,14849.0,2864,10428.8,8909.4,104288.0,84949.8
141,78550,15146,15710.0,6027,11543.3,9426.0,115433.0,94463.7
142,33745,14345,6749.0,2020,5685.900000000001,4049.4,56859.0,47123.7
143,36277,12515,7255.400000000001,4240,6028.740000000001,4353.24,60287.4,49905.420000000006
144,61126,10857,12225.2,2653,8686.12,7335.12,86861.2,70839.96
145,41094,19265,8218.800000000001,5602,7417.98,4931.28,74179.8,61830.54000000001
146,77281,10122,15456.2,2976,10583.52,9273.72,105835.2,85977.95999999999
147,55105,11571,11021.0,2852,8054.900000000001,6612.599999999999,80549.0,65881.5
148,47597,18401,9519.4,2595,7811.24,5711.639999999999,78112.4,64589.51999999999
149,75565,15844,15113.0,3496,11001.8,9067.8,110018.0,89948.4
150,55972,9257,11194.4,7270,8369.34,6716.639999999999,83693.4,68607.42
151,43730,18935,8746.0,6369,7778.0,5247.599999999999,77780.0,64754.4
152,77169,17963,15433.8,4500,11506.580000000002,9260.28,115065.8,94298.94
153,66013,16783,13202.6,5026,10102.46,7921.559999999999,101024.6,83000.58000000002
154,76539,16371,15307.8,4891,11310.88,9184.68,113108.8,92613.23999999999
155,45289,10617,9057.8,6563,7152.68,5434.679999999999,71526.8,58939.44
156,76899,8295,15379.8,7234,10780.78,9227.88,107807.8,87799.14
157,64853,18739,12970.6,7757,10431.96,7782.36,104319.6,86105.28000000001
158,41171,19802,8234.2,7130,7633.72,4940.52,76337.2,63762.95999999999
159,69396,6096,13879.2,3822,9319.32,8327.52,93193.2,75546.36
160,65064,15279,13012.8,5602,9895.78,7807.679999999999,98957.8,81254.34000000001
161,38289,16585,7657.8,5405,6793.68,4594.679999999999,67936.8,56548.44
162,64429,16301,12885.8,3101,9671.68,7731.48,96716.8,79313.64
163,52039,13433,10407.8,3242,7912.18,6244.679999999999,79121.8,64964.939999999995
164,79495,12672,15899.0,2361,11042.7,9539.4,110427.0,89844.90000000001
165,63213,9557,12642.6,3959,8937.160000000002,7585.559999999999,89371.6,72848.88
166,69722,14380,13944.4,7294,10534.04,8366.64,105340.4,86439.71999999999
167,43125,15334,8625.0,6399,7348.3,5175.0,73483.0,60959.7
168,54151,12374,10830.2,6018,8337.32,6498.12,83373.2,68537.76000000001
169,60662,18811,12132.4,6083,9768.84,7279.44,97688.4,80640.12
170,34617,11391,6923.400000000001,3002,5593.34,4154.04,55933.4,46186.02
171,64407,11933,12881.4,3997,9321.84,7728.84,93218.4,76167.72
172,31844,9403,6368.8,6092,5370.780000000001,3821.28,53707.8,44515.740000000005
173,76711,9074,15342.2,5764,10689.12,9205.32,106891.2,86996.76000000001
174,54035,10141,10807.0,7983,8296.6,6484.2,82966.0,68185.2
175,62520,9015,12504.0,5169,8920.800000000001,7502.4,89208.0,72784.8
176,31011,11962,6202.200000000001,4932,5410.72,3721.32,54107.2,44975.159999999996
177,64494,18150,12898.8,4760,10030.28,7739.28,100302.8,82533.24
178,37860,17904,7572.0,4577,6791.3,4543.2,67913.0,56578.5
179,48586,17065,9717.2,4960,8032.82,5830.32,80328.2,66465.06
180,43494,6145,8698.800000000001,2107,6044.4800000000005,5219.28,60444.8,49181.04
181,70591,18244,14118.2,7330,11028.32,8470.92,110283.2,90783.96
182,67322,6051,13464.4,4131,9096.84,8078.639999999999,90968.4,73792.92
183,37662,7728,7532.400000000001,2146,5506.84,4519.44,55068.4,45042.119999999995
184,42967,18402,8593.4,7902,7786.44,5156.04,77864.4,64921.91999999999
185,79446,10607,15889.2,2206,10814.82,9533.52,108148.2,87799.86
186,59054,13746,11810.8,5654,9026.48,7086.48,90264.8,74151.84000000001
187,47415,9943,9483.0,6525,7336.6,5689.8,73366.0,60339.59999999999
188,78933,15555,15786.6,2813,11308.760000000002,9471.96,113087.6,92306.88
189,78222,12310,15644.4,3899,11007.54,9386.64,110075.4,89681.21999999999
190,67182,17899,13436.4,4099,10261.64,8061.84,102616.4,84292.92
191,38528,13649,7705.6,5226,6510.860000000001,4623.36,65108.6,53974.38
192,35835,17195,7167.0,3483,6368.0,4300.2,63680.0,53011.8
193,46441,10591,9288.2,6191,7251.12,5572.92,72511.2,59687.159999999996
194,56295,9541,11259.0,6432,8352.7,6755.4,83527.0,68418.90000000001
195,35940,12093,7188.0,3935,5915.6,4312.8,59156.0,48927.6
196,61702,10129,12340.4,7836,9200.74,7404.24,92007.4,75402.41999999998
197,61283,5326,12256.6,7808,8667.36,7353.96,86673.6,70652.28
198,63058,9644,12611.6,3351,8866.460000000001,7566.96,88664.6,72231.18
199,53340,9781,10668.0,5631,7942.0,6400.8,79420.0,65077.2
200,38420,9682,7684.0,2465,5825.1,4610.4,58251.0,47815.5
201,75437,8149,15087.4,6720,10539.34,9052.44,105393.4,85801.62
202,50407,18275,10081.4,4398,8316.14,6048.84,83161.4,68796.42
203,36178,5514,7235.6,3696,5262.360000000001,4341.36,52623.6,43019.88
204,51644,9626,10328.8,6520,7811.880000000001,6197.28,78118.8,64109.64
205,37111,18017,7422.200000000001,4835,6738.52,4453.32,67385.2,56193.35999999999
206,76240,16308,15248.0,3657,11145.3,9148.8,111453.0,91158.9
207,62313,17168,12462.6,3304,9524.76,7477.559999999999,95247.6,78245.28000000001
208,73661,19196,14732.2,3842,11143.12,8839.32,111431.2,91448.76000000001
209,53798,16280,10759.6,6869,8770.660000000002,6455.759999999999,87706.6,72480.18000000001
210,40256,10136,8051.200000000001,2715,6115.82,4830.72,61158.2,50211.659999999996
211,45728,11895,9145.6,7043,7381.160000000001,5487.36,73811.6,60943.08
212,77780,10672,15556.0,4235,10824.3,9333.6,108243.0,88085.09999999999
213,54128,10851,10825.6,7367,8317.160000000002,6495.36,83171.6,68359.08
214,62568,7827,12513.6,4538,8744.660000000002,7508.16,87446.6,71193.78
215,46886,13153,9377.2,2559,7197.52,5626.32,71975.2,59151.35999999999
216,73024,13926,14604.8,5188,10674.28,8762.88,106742.8,87305.64
217,40491,10926,8098.200000000001,6484,6599.92,4858.92,65999.2,54540.36
218,49605,8451,9921.0,6951,7492.8,5952.599999999999,74928.0,61482.6
219,41454,7390,8290.800000000001,2623,5975.780000000001,4974.48,59757.8,48807.54000000001
220,41721,16856,8344.2,4862,7178.32,5006.52,71783.2,59598.36
221,73950,11485,14790.0,4074,10429.9,8874.0,104299.0,84995.1
222,48784,10774,9756.8,6269,7558.380000000001,5854.08,75583.8,62171.34
223,47187,11053,9437.4,7225,7490.24,5662.44,74902.4,61749.71999999999
224,41186,6780,8237.2,4009,6021.22,4942.32,60212.2,49248.659999999996
225,58606,10241,11721.2,5069,8563.72,7032.719999999999,85637.2,70040.76
226,57492,19287,11498.4,7871,9614.84,6899.04,96148.4,79634.52
227,45887,18912,9177.4,5809,7978.54,5506.44,79785.4,66300.42
228,65431,6100,13086.2,4779,8939.62,7851.719999999999,89396.2,72604.86
229,39369,12165,7873.8,7658,6706.580000000001,4724.28,67065.8,55634.94
230,48200,5301,9640.0,5925,6906.6,5784.0,69066.0,56375.4
231,34645,12463,6929.0,5625,5966.200000000001,4157.4,59662.0,49538.4
232,42349,12006,8469.800000000001,6938,6976.280000000001,5081.88,69762.8,57704.64000000001
233,63566,8127,12713.2,6198,9060.42,7627.92,90604.2,73915.86
234,31857,12603,6371.400000000001,2823,5365.4400000000005,3822.84,53654.4,44466.119999999995
235,39266,8016,7853.200000000001,5258,6039.32,4711.92,60393.2,49641.96
236,67190,8444,13438.0,7303,9637.5,8062.799999999999,96375.0,78674.7
237,57556,17944,11511.2,2854,8986.52,6906.719999999999,89865.2,73971.95999999999
238,42354,15794,8470.800000000001,2208,6882.68,5082.48,68826.8,56861.64
239,35075,5695,7015.0,4162,5194.700000000001,4209.0,51947.0,42543.3
240,75408,18101,15081.6,5368,11395.86,9048.96,113958.6,93513.78
241,74716,13551,14943.2,7274,11048.42,8965.92,110484.2,90469.86
242,39564,9569,7912.8,3823,6086.880000000001,4747.679999999999,60868.8,50034.24
243,41576,16746,8315.2,6786,7342.32,4989.12,73423.2,61091.76
244,74517,14118,14903.4,2522,10606.04,8942.039999999999,106060.4,86512.31999999999
245,47369,12247,9473.8,2874,7196.380000000001,5684.28,71963.8,59083.14
246,49941,6077,9988.2,2349,6835.52,5992.92,68355.2,55526.759999999995
247,79763,15922,15952.6,5149,11678.660000000002,9571.56,116786.6,95536.38
248,65293,19653,13058.6,5447,10345.160000000002,7835.16,103451.6,85271.28
249,35903,15188,7180.6,6379,6465.06,4308.36,64650.6,53877.18
250,48600,13413,9720.0,3716,7544.900000000001,5832.0,75449.0,62072.100000000006
251,61989,7168,12397.8,6666,8822.08,7438.679999999999,88220.8,71960.04000000001
252,69525,10320,13905.0,5061,9881.1,8343.0,98811.0,80586.9
253,60755,19719,12151.0,5600,9822.5,7290.599999999999,98225.0,81111.9
254,51186,5858,10237.2,5595,7287.62,6142.32,72876.2,59446.26
255,49452,19794,9890.4,2745,8188.139999999999,5934.24,81881.4,67759.01999999999
256,68529,16041,13705.8,4191,10246.68,8223.48,102466.8,83996.64
257,62403,18067,12480.6,3146,9609.660000000002,7488.36,96096.6,78998.58
258,70341,12433,14068.2,3515,10035.72,8440.92,100357.2,81880.56
259,60447,11176,12089.4,7081,9079.34,7253.639999999999,90793.4,74460.42
260,76149,13556,15229.8,6190,11112.48,9137.88,111124.8,90874.44
261,47852,14390,9570.4,4395,7620.74,5742.24,76207.4,62844.41999999999
262,76514,13180,15302.8,7846,11284.28,9181.68,112842.8,92376.84
263,55058,17825,11011.6,2358,8625.26,6606.96,86252.6,71020.38
264,65912,15002,13182.4,5111,9920.74,7909.44,99207.4,81377.21999999999
265,46526,14990,9305.2,3681,7450.22,5583.12,74502.2,61468.85999999999
266,64771,13902,12954.2,5494,9712.12,7772.519999999999,97121.2,79636.56
267,52739,14319,10547.8,7819,8542.480000000001,6328.679999999999,85424.8,70553.64000000001
268,45858,13958,9171.6,4653,7364.060000000001,5502.96,73640.6,60773.58000000001
269,74604,11850,14920.8,2825,10419.98,8952.48,104199.8,84827.34000000001
270,50090,7817,10018.0,7053,7497.8,6010.8,74978.0,61469.399999999994
271,31608,14298,6321.6,7665,5989.26,3792.96,59892.6,50110.38
272,40482,6105,8096.400000000001,4741,5942.4400000000005,4857.84,59424.4,48624.119999999995
273,70737,9796,14147.4,5002,9968.24,8488.44,99682.4,81225.71999999999
274,66318,16229,13263.6,4013,9982.36,7958.16,99823.6,81883.08
275,71406,8662,14281.2,6957,10130.62,8568.72,101306.2,82606.86
276,48964,19645,9792.8,6103,8450.480000000001,5875.679999999999,84504.8,70178.64000000001
277,69474,12485,13894.8,2746,9859.98,8336.88,98599.8,80402.94
278,79420,14503,15884.0,3996,11380.3,9530.4,113803.0,92892.3
279,57176,11800,11435.2,2224,8263.52,6861.12,82635.2,67510.56
280,77321,16854,15464.2,6221,11586.02,9278.52,115860.2,94995.65999999999
281,74548,13631,14909.6,6850,10993.86,8945.76,109938.6,89998.98000000001
282,43361,9536,8672.2,4884,6645.32,5203.32,66453.2,54604.56
283,43205,7373,8641.0,6512,6573.1,5184.599999999999,65731.0,53973.3
284,73123,17019,14624.6,4792,10955.86,8774.76,109558.6,89827.98000000001
285,37489,15899,7497.8,4059,6494.4800000000005,4498.679999999999,64944.8,53951.64
286,45294,17684,9058.8,6570,7860.68,5435.28,78606.8,65310.84
287,55261,7986,11052.2,3316,7761.52,6631.32,77615.2,63222.35999999999
288,79227,6692,15845.4,2523,10428.74,9507.24,104287.4,84351.41999999998
289,68230,16710,13646.0,4909,10349.5,8187.599999999999,103495.0,84957.9
290,37864,12556,7572.8,2883,6087.580000000001,4543.679999999999,60875.8,50244.54
291,38002,9549,7600.400000000001,6867,6201.84,4560.24,62018.4,51256.32
292,44106,6135,8821.2,5585,6464.72,5292.72,64647.2,52889.759999999995
293,36447,19198,7289.400000000001,2905,6583.94,4373.639999999999,65839.4,54881.81999999999
294,74898,13268,14979.6,2089,10523.46,8987.76,105234.6,85723.38000000002
295,37257,18969,7451.400000000001,5225,6890.24,4470.84,68902.4,57541.31999999999
296,50925,11508,10185.0,3904,7652.200000000001,6111.0,76522.0,62758.8
297,52202,19235,10440.4,4894,8677.14,6264.24,86771.4,71830.01999999999
298,49289,6338,9857.8,6283,7176.780000000001,5914.679999999999,71767.8,58676.340000000004
299,39612,19419,7922.400000000001,5773,7272.639999999999,4753.44,72726.4,60700.31999999999
300,46215,16950,9243.0,5832,7824.0,5545.8,78240.0,64870.2
301,30912,8295,6182.400000000001,4998,5038.740000000001,3709.44,50387.4,41639.22
302,67953,11482,13590.6,7307,10033.260000000002,8154.36,100332.6,82144.98
303,35113,19718,7022.6,7207,6906.060000000001,4213.56,69060.6,57940.98000000001
304,70235,11843,14047.0,3462,9958.7,8428.199999999999,99587.0,81200.1
305,30394,17036,6078.8,4064,5757.280000000001,3647.28,57572.8,48168.240000000005
306,34716,10285,6943.200000000001,2263,5420.72,4165.92,54207.2,44620.56
307,69403,7342,13880.6,6849,9747.46,8328.36,97474.6,79398.78000000001
308,67215,5323,13443.0,5810,9179.1,8065.799999999999,91791.0,74546.09999999999
309,38295,12196,7659.0,5168,6331.8,4595.4,63318.0,52390.799999999996
310,66555,17753,13311.0,4370,10198.9,7986.599999999999,101989.0,83803.5
311,44172,9265,8834.4,3298,6556.94,5300.639999999999,65569.4,53711.81999999999
312,30185,15191,6037.0,7387,5880.0,3622.2,58800.0,49297.8
313,37522,5503,7504.400000000001,4636,5516.540000000001,4502.639999999999,55165.4,45146.22
314,77839,12503,15567.8,6616,11252.580000000002,9340.68,112525.8,91932.54000000001
315,47501,12248,9500.2,5539,7478.82,5700.12,74788.2,61609.26
316,75414,15387,15082.8,3362,10924.580000000002,9049.68,109245.8,89271.54000000001
317,57974,18942,11594.8,4525,9303.58,6956.88,93035.8,76775.34
318,50977,9928,10195.4,7963,7906.34,6117.24,79063.4,65039.82
319,31311,7529,6262.200000000001,5404,5050.62,3757.32,50506.2,41698.259999999995
320,78653,14166,15730.6,2258,11080.760000000002,9438.36,110807.6,90288.48
321,67046,11254,13409.2,7854,9956.32,8045.519999999999,99563.2,81561.36
322,55302,19022,11060.4,7725,9310.94,6636.24,93109.4,77162.21999999999
323,79353,15775,15870.6,2349,11334.760000000002,9522.36,113347.6,92490.48
324,64797,12460,12959.4,3095,9331.14,7775.639999999999,93311.4,76204.62
325,49668,8346,9933.6,7880,7582.760000000001,5960.16,75827.6,62284.68000000001
326,53087,5120,10617.4,4968,7379.24,6370.44,73792.4,60042.71999999999
327,47817,14776,9563.4,5783,7793.94,5738.04,77939.4,64407.41999999999
328,31900,19473,6380.0,7129,6488.200000000001,3828.0,64882.0,54565.8
329,63465,6831,12693.0,5174,8816.300000000001,7615.799999999999,88163.0,71730.9
330,32147,16326,6429.400000000001,4829,5973.14,3857.64,59731.4,49900.62
331,54192,18509,10838.4,4411,8795.039999999999,6503.04,87950.4,72652.32
332,74209,10027,14841.8,4585,10366.28,8905.08,103662.8,84391.44
333,71623,7977,14324.6,7352,10127.660000000002,8594.76,101276.6,82554.18000000001
334,63966,12317,12793.2,5944,9502.02,7675.92,95020.2,77842.26
335,35976,18510,7195.200000000001,7671,6935.22,4317.12,69352.2,58099.85999999999
336,56531,19130,11306.2,2722,8968.92,6783.719999999999,89689.2,73936.56
337,47151,11880,9430.2,7644,7610.52,5658.12,76105.2,62836.55999999999
338,42515,9164,8503.0,3079,6326.1,5101.8,63261.0,51833.1
339,72251,5653,14450.2,4175,9652.92,8670.119999999999,96529.2,78206.16
340,69268,12703,13853.6,3661,9948.56,8312.16,99485.6,81224.88
341,30087,7221,6017.400000000001,3689,4701.4400000000005,3610.44,47014.4,38702.52
342,49081,12074,9816.2,6584,7755.52,5889.719999999999,77555.2,63909.95999999999
343,45367,7723,9073.4,5857,6802.04,5444.04,68020.4,55774.31999999999
344,58799,13147,11759.8,5540,8924.58,7055.88,89245.8,73265.34
345,58014,7875,11602.8,5151,8264.28,6961.679999999999,82642.8,67416.84000000001
346,46109,6164,9221.8,3342,6483.68,5533.08,64836.8,52820.04
347,38208,18197,7641.6,5883,6992.960000000001,4584.96,69929.6,58351.68000000001
348,69709,14444,13941.8,3007,10110.18,8365.08,101101.8,82626.54
349,47136,19337,9427.2,2961,7886.12,5656.32,78861.2,65318.76
350,57988,13637,11597.6,5708,8893.060000000001,6958.56,88930.6,73078.98000000001
351,58109,12047,11621.8,6892,8866.980000000001,6973.08,88669.8,72829.74
352,67147,16480,13429.4,4283,10133.94,8057.639999999999,101339.4,83147.81999999999
353,36759,6183,7351.8,2929,5322.280000000001,4411.08,53222.8,43489.44
354,37561,12370,7512.200000000001,5700,6314.32,4507.32,63143.2,52321.56
355,52556,6944,10511.2,4628,7463.92,6306.719999999999,74639.2,60868.56
356,77858,12501,15571.6,5862,11179.260000000002,9342.96,111792.6,91270.38
357,33604,7434,6720.8,2411,5016.9800000000005,4032.48,50169.8,41120.34
